"Professor","Class_Code","Class_Name","Dept","Dept.Type","Overall_Rating","Easiness","Clarity","Workload","Helpfulness","Average_A_Plus","Average_A","Average_A_Minus","Average_B_Plus","Average_B","Average_B_Minus","Average_C_Plus","Average_C","Average_C_Minus","Average_D_Plus","Average_D","Average_D_Minus","Average_F","Avg_GPA","Review","Review.Quarter","Reviewer.Grade"
"Michelle G Craske","PSYCH 126","Clinical Psychology Laboratory","PSYCH","non-stem",3.6,2.1,4,1.3,3.9,0.287142857142857,0.315142857142857,0.232571428571429,0.110428571428571,0.0545714285714286,0,0,0,0,0,0,0,0,3.79778571428571,"I took Psych 126 with Professor Craske for my lab requirement for the Psych Major. Let's just say I'm really happy that I chose this course with this professor. The research project we work on in class is hella interesting and the workload isn't too tough. There's 2 short papers you have to write throughout the course which really weren't that bad. The research paper we had to write at the end was also pretty chill, nothing compared to Psych 100B so no worries there! Also Professor Craske is like a the main bitch of UCLA psych clinical research professors, yo her credentials are stacked, aka she knows her shit but isn't condescending about it #humble. If you're enrolled, don't stress too much but also don't slack off either. Get to know the professor and have fun! good luck y'all!","Winter 2018","A"
"John A Garcia","PSYCH 126","Clinical Psychology Laboratory","PSYCH","non-stem",2.2,1.5,1,1.2,2.5,0,0.308,0.231,0.231,0.154,0.077,0,0,0,0,0,0,0,3.5189,NA,NA,NA
"Constance L Hammen","PSYCH 126","Clinical Psychology Laboratory","PSYCH","non-stem",1.7,1.2,1.2,1.3,1.5,0.0273333333333333,0.410666666666667,0.251333333333333,0.209,0.0713333333333333,0.0303333333333333,0,0,0,0,0,0,0,3.66753333333333,"Wow what a garbage class. Hammen is around 95 years old, so she isn't very mobile. She speaks in a very soft voice and gives about 3 1 hour AWFUL lectures, lol. This class will teach you absolutely nothing.  You will have a full on A going into the last week of school, but somehow you will get the most RANDOM grade ever on your my.ucla.edu with no explanation or reason.  her and our lazy ta not only did nothing during our class time where we were forced to sit in a lab, doing absolutely nothing, but also they do not record your assignment scores on my.ucla.edu (nor do i think they keep any record of it for themselves) When you ask them how they got the grade, they will not know and be unresponsive.  Want to talk about your grade with the ta? Well you get a chance to after SPRING BREAK! Take this class if you want to get your gpa lowered, if you want to learn absolutely nothing, and if you want to do 100B all over again for 4 credit instead of 6, with even more random grading pulled out of some ta's.... you get the picture.",NA,NA
"Katherine Karlsgodt","PSYCH 126","Clinical Psychology Laboratory","PSYCH","non-stem",2,2,2.5,4,2,0.0273333333333333,0.312333333333333,0.308333333333333,0.0943333333333333,0.081,0.0943333333333333,0.041,0.0276666666666667,0,0,0,0,0.0133333333333333,3.45813333333333,"Honestly, very disappointing. We barely did anything the entire class besides participation, class assignments, one midterm, and a final paper. Seeing the grade distribution on bruinwalk, I thought the class would be chill but they graded the final paper so hard. I wish they were thorough with their paper instructions because I included everything they asked for yet got a C. Also, the professor is very nice and approachable but she's not very helpful answering emails during finals week. I gave both TA and professor very good reviews but I wish I could take them back because they did not clarify paper instructions nor make an effort to help me outside of their office hours.","Winter 2019","B"
"Bita Mesri","PSYCH 126","Clinical Psychology Laboratory","PSYCH","non-stem",3.5,2.5,2.8,3,3.2,0.0483333333333333,0.380666666666667,0.256,0.181666666666667,0.108333333333333,0.0246666666666667,0,0,0,0,0,0,0,3.6543,"This class seems like a breeze for roughly 7/10 weeks of the quarter, so I am here to warn future students about what to expect. Dr. Mesri is very kind and most of the class feels like a clinical psych version of 100B on easy mode until you get to the end. Think your final paper will be graded easier than the 100B final write-up? Wrong. Just as hard, if not harder, and worth 45% of your grade. The first 2 mini-assignments make you think it will be an easy A, but alas, my paper was picked apart by the TA. Do the SONA EC and be extremely meticulous with the last 2 assignments, and you will be fine.","Winter 2021","A"
"Sylvie Taylor","PSYCH 126","Clinical Psychology Laboratory","PSYCH","non-stem",2,2,1,2,2,0.068,0.441,0.2115,0.141,0.091,0.025,0,0,0,0,0,0.0225,0,3.6401,"I took this class over the summer to get it over with and tbh I probably should've waited. Dr. Taylor is condescending and her expectations are not made clear. When working on your research project she won't let you move on to the next step until she gives her approval, so my group would wait for almost all of class time for her to get to our group to check our work. Throw everything you learned from 100B out the window, Dr. Taylor refuses to accept your work unless it's done her way. The feedback she gives on assignments is very limited, so it's tough to know exactly what she wants to get a good grade.","Summer 2021",NA
"Cindy M Yee-Bradbury","PSYCH 126","Clinical Psychology Laboratory","PSYCH","non-stem",3.5,2.5,3.5,1.5,3.5,0.067,0.4435,0.1345,0.1345,0.0875,0.087,0,0.0225,0,0,0,0,0.0225,3.5259,"Has a sweeter woman ever been born? I had the lucky privilege of taking Clinical Psych lab with her, which she rarely ever teaches. It was so surprisingly easy! No having to conduct our own studies or writing APA-style papers, just a simple presentation on another study and a non-formal paper, almost like as if you were presenting to your research team. And the in-class assignments were almost impossible not to do well on, the TA's guided you every step of the way. Yee-Bradbury herself is one of the most genuine and kind human souls I've ever met, I cannot imagine anyone not liking her. Take her no matter what class she's teaching!",NA,NA
"Howard S Adelman","PSYCH 132A","Learning Problems, Schooling Problems: Policy and Practice","PSYCH","non-stem",3.2,3,3.1,4.5,3.6,9e-04,0.1301,0.3588,0.262,0.1377,0.0697,0.024,0.0115,0.0026,8e-04,0,0,0.002,3.40111,"I regret enrolling in this class more than any other class I've taken yet. This course revolves around learning disabilities and problems, as well as the current education and policies addressing them. We learned about how current education systems have wronged so many students, specifically those with learning problems. However, this course was the most unaccommodating class I've taken at UCLA.","Spring 2022","A"
"Barbara Knowlton","PSYCH 119C","Cognitive Neuroscience","PSYCH","non-stem",2.7,2.5,3.1,2.5,3.4,0.0746,0.2428,0.1818,0.1624,0.1538,0.1066,0.0436,0.01,0.0046,0,0,0,0.02,3.3555,"I was really scared to take this class at first, but it ended up being one of my favorite psychobio electives!   Professor Knowlton is very kind and keeps her lectures very concise and clear.  She also took the time to learn most/all of our names which was the first time I've ever had a professor go out of their way to do that.  The lectures are easy to follow, and if you have any questions, Professor Knowlton welcomes them both during lecture and in office hours.  The textbook is also a great resource for this class, it's an easy and engaging read if you want a little more elaboration on the concepts being discussed in lecture, but honestly isn't a requirement for success in the class.","Spring 2023","A+"
"Donald G Mackay","PSYCH 124E","Decision Psychology and Neuroscience","PSYCH","non-stem",2,1,4,1,2.2,0.143,0.179,0.25,0.179,0.143,0.107,0,0,0,0,0,0,0,3.5216,NA,NA,NA
"Aaron P Blaisdell","PSYCH 110","Fundamentals of Learning","PSYCH","non-stem",3.7,2.8,3.7,2.8,3.6,0.0626666666666667,0.223666666666667,0.1615,0.092,0.2365,0.0698333333333333,0.0348333333333333,0.099,0.00883333333333333,0.00366666666666667,0.00333333333333333,0.000833333333333333,0.00333333333333333,3.24635,"Blaisdell is a great professor, but the material is mind numbingly boring. He does his best to make it interesting, and since he's a very accomplished researcher in his field he is partially successful. The tests are weird - 50 true/false questions and thats it, and they make up almost all of your grade. The practice tests he posts online are from the previous year and he keeps it pretty similar to that.  When you study, know what would make the false ones true and why the true ones are true.","Spring 2018","A-"
"Michael S Fanselow","PSYCH 110","Fundamentals of Learning","PSYCH","non-stem",2.3,1.6,2.8,2.1,2.4,0.015375,0.187125,0.10125,0.17125,0.1485,0.131125,0.077,0.08575,0.04625,0.006875,0.017,0.001,0.011625,3.00315,"PLEASE READ PLEASE READ PLEASE READI have never left a review in my 3 years at UCLA. So I went ahead and made an account just to warn anyone who thinks about taking this class. It is currently Dec 8, 2020 and there is an Essay due in 2 days. There was no rubric, no prompt, no information whatsoever regarding this essay (not even on the most updated syllabus). Many other students posted on the discussion board, inquiring about the essay, but no response. Instead, the Prof and TAs replied to other posts that were not time sensitive. Those posts were just about further implications of content discussed in readings/lectures, and was basically irrelevant at this time. It's as if they purposely avoided Essay posts, because there were a LOT, and only a FEW posts that were content related.","Fall 2020",NA
"Valeria Gonzalez Diaz","PSYCH 110","Fundamentals of Learning","PSYCH","non-stem",5,4,4,4,4,0.552,0.224,0.121,0.052,0.017,0.017,0,0,0,0,0,0,0.017,3.8202,"Probably one of the best professors at UCLA. Valeria cares a lot about her students and finds opportunities to offer extra points. I was very nervous coming into this class, but her teaching style eased my nerves and allowed me to score highly on the exams. If you have the opportunity to enroll in any of her courses, do so!","Summer 2022","A"
"Thomas Minor","PSYCH 110","Fundamentals of Learning","PSYCH","non-stem",2.1,1.7,2.2,1.8,1.5,0.00833333333333333,0.160333333333333,0.0345,0.055,0.2255,0.0273333333333333,0.0441666666666667,0.264,0.068,0.00233333333333333,0.0446666666666667,0.00683333333333333,0.059,2.53178333333333,"I saw how bad his reviews were, but I was still willing to go in with an open mind.    From the very first lecture, I knew it would be a long quarter.  As previously stated, he is one of those old fashioned people who doesn't like technology, which means that he writes everything on the board.  That makes it very hard because he taught in a large lecture hall.   His unwillingness to use technology also makes his presentation insanely disorganized.  I basically went to the TA's for all my questions because they explained the material much better than he did.  As stated in a different review, he didn't even show up for his last three lectures, making the TA's teach it.  During the very last lecture, one of the TA's did a power point presentation, due to popular demand.  He than apologized on Minor's behalf, saying that Minor is very old-school.  Guess what, old school does not cut it.  I try not to blame my grades on the professor.  But it is because his style was so awful that I ended up with a C in his class.My advice is as follows: If you can, avoid Minor (though it seems that all the teachers who teach 110 are lousy.  Go figure.  Just choose the one with the most favorable reviews).If you can't avoid Minor, than my advice would be to get a seat up front, take good notes, record his lectures, and most importantly, GO TO THE TA'S!!!  It is because of them that I was able to understand any of the material at all.","Fall 2016","C"
"Samar Saade Needham","PSYCH 110","Fundamentals of Learning","PSYCH","non-stem",1,1,1,1,1,0,0.034,0.132,0.122,0.171,0.098,0.127,0.166,0.044,0.044,0.039,0.005,0.02,2.6032,"The professor didn't grade fairly, and I really think she was trying to ruin the students DELIBERATELY! Just look at her grade distribution and compare it with other professors', you know what to do!","Fall 2017","A-"
